scenario_id,claim_family,truth_state,effect_size,raw_n,effective_n,cluster_count,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,benchmark_count,measurement_noise,multiplicity,materiality,split,seed,generator_version,bootstrap_stability,external_validated,held_out,direction_consistent,transport_reversal,adversarial_case
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820087,PRIMARY_PAIRWISE,NULL,0.0,500,96,2,4,8,0.45,0.5,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820087,gaussian_mixture_v1.1,0.95,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820088,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,2,4,8,0.85,0.5,0.03,5,0.08,1,0.01,POLICY_DEVELOPMENT,820088,gaussian_mixture_v1.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820089,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,2,4,8,0.85,0.5,0.03,5,0.08,1,0.01,POLICY_DEVELOPMENT,820089,gaussian_mixture_v1.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820090,PRIMARY_PAIRWISE,NULL,0.0,500,12,2,6,8,0.05,0.5,0.03,5,0.08,1,0.01,POLICY_DEVELOPMENT,820090,gaussian_mixture_v1.1,0.7,True,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820091,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,8,6,8,0.05,0.5,0.03,5,0.08,12,0.01,POLICY_DEVELOPMENT,820091,gaussian_mixture_v1.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820092,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,8,6,8,0.45,0.5,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820092,gaussian_mixture_v1.3,0.8,False,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820093,PRIMARY_PAIRWISE,NULL,0.0,500,36,8,6,8,0.45,0.5,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820093,gaussian_mixture_v1.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820094,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,8,6,8,0.85,0.5,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820094,gaussian_mixture_v1.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820095,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,8,10,8,0.85,0.9,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820095,gaussian_mixture_v1.3,0.95,True,False,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820096,PRIMARY_PAIRWISE,NULL,0.0,500,96,8,10,8,0.05,0.9,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820096,gaussian_mixture_v1.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820097,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,8,10,8,0.05,0.9,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820097,gaussian_mixture_v1.2,0.65,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820098,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,24,10,8,0.45,0.9,0.1,5,0.08,12,0.01,POLICY_DEVELOPMENT,820098,gaussian_mixture_v1.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820099,PRIMARY_PAIRWISE,NULL,0.0,500,12,24,10,8,0.45,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820099,gaussian_mixture_v1.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820100,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,24,2,8,0.85,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820100,gaussian_mixture_v1.2,0.8,False,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820101,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,24,2,8,0.85,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820101,gaussian_mixture_v1.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820102,PRIMARY_PAIRWISE,NULL,0.0,500,36,24,2,1,0.05,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820102,gaussian_mixture_v1.1,0.9,True,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820103,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,24,2,1,0.05,0.9,0.1,1,0.08,12,0.01,POLICY_DEVELOPMENT,820103,gaussian_mixture_v1.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820104,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,24,2,1,0.45,0.9,0.1,1,0.08,40,0.01,POLICY_DEVELOPMENT,820104,gaussian_mixture_v1.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820105,PRIMARY_PAIRWISE,NULL,0.0,500,96,60,4,1,0.45,0.9,0.1,1,0.08,40,0.01,POLICY_DEVELOPMENT,820105,gaussian_mixture_v1.1,0.65,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820106,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,60,4,1,0.85,0.9,0.1,1,0.08,40,0.01,POLICY_DEVELOPMENT,820106,gaussian_mixture_v1.2,0.7,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820107,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,60,4,1,0.85,0.9,0.1,1,0.08,40,0.01,POLICY_DEVELOPMENT,820107,gaussian_mixture_v1.3,0.75,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820108,PRIMARY_PAIRWISE,NULL,0.0,500,12,60,4,1,0.05,0.9,0.1,1,0.08,40,0.01,POLICY_DEVELOPMENT,820108,gaussian_mixture_v1.1,0.8,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820109,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,60,4,1,0.05,0.9,0.1,1,0.08,40,0.01,POLICY_DEVELOPMENT,820109,gaussian_mixture_v1.2,0.85,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820110,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,60,6,1,0.45,0.9,0.1,3,0.08,40,0.01,POLICY_DEVELOPMENT,820110,gaussian_mixture_v1.3,0.9,True,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820111,PRIMARY_PAIRWISE,NULL,0.0,500,36,60,6,1,0.45,0.9,0.1,3,0.08,40,0.01,POLICY_DEVELOPMENT,820111,gaussian_mixture_v1.1,0.95,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820112,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,2,6,1,0.85,0.9,0.1,3,0.08,40,0.01,POLICY_DEVELOPMENT,820112,gaussian_mixture_v1.2,0.6,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820113,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,2,6,1,0.85,0.9,0.1,3,0.08,40,0.01,POLICY_DEVELOPMENT,820113,gaussian_mixture_v1.3,0.65,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820114,PRIMARY_PAIRWISE,NULL,0.0,500,96,2,6,1,0.05,0.0,0.1,3,0.08,40,0.01,POLICY_DEVELOPMENT,820114,gaussian_mixture_v1.1,0.7,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820115,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,2,10,1,0.05,0.0,0.25,3,0.08,40,0.01,POLICY_DEVELOPMENT,820115,gaussian_mixture_v1.2,0.75,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820116,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,2,10,1,0.45,0.0,0.25,3,0.12,40,0.01,POLICY_DEVELOPMENT,820116,gaussian_mixture_v1.3,0.8,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820117,PRIMARY_PAIRWISE,NULL,0.0,500,12,2,10,1,0.45,0.0,0.25,3,0.12,1,0.01,POLICY_DEVELOPMENT,820117,gaussian_mixture_v1.1,0.85,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820118,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,2,10,1,0.85,0.0,0.25,3,0.12,1,0.01,POLICY_DEVELOPMENT,820118,gaussian_mixture_v1.2,0.9,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820119,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,8,10,3,0.85,0.0,0.25,3,0.12,1,0.01,POLICY_DEVELOPMENT,820119,gaussian_mixture_v1.3,0.95,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820120,TOP_K,NULL,0.0,10000,36,8,2,1,0.45,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820120,gaussian_mixture_v1.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-TOP_K-820121,TOP_K,SUPPORTED,0.025,1000000,36,8,2,1,0.45,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820121,gaussian_mixture_v1.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-TOP_K-820122,TOP_K,SUPPORTED,0.06,500,36,8,2,1,0.85,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820122,gaussian_mixture_v1.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820123,TOP_K,NULL,0.0,10000,96,8,2,1,0.85,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820123,gaussian_mixture_v1.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-TOP_K-820124,TOP_K,SUPPORTED,0.025,1000000,96,8,2,1,0.05,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820124,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-TOP_K-820125,TOP_K,SUPPORTED,0.06,500,96,8,4,1,0.05,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820125,gaussian_mixture_v1.3,0.85,True,False,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820126,TOP_K,NULL,0.0,10000,12,8,4,1,0.45,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820126,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820127,TOP_K,SUPPORTED,0.025,1000000,12,24,4,1,0.45,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820127,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-TOP_K-820128,TOP_K,SUPPORTED,0.06,500,12,24,4,1,0.85,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820128,gaussian_mixture_v1.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-TOP_K-820129,TOP_K,NULL,0.0,10000,36,24,4,1,0.85,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820129,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-TOP_K-820130,TOP_K,SUPPORTED,0.025,1000000,36,24,6,1,0.05,0.0,0.03,1,0.08,12,0.01,POLICY_DEVELOPMENT,820130,gaussian_mixture_v1.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-TOP_K-820131,TOP_K,SUPPORTED,0.06,500,36,24,6,1,0.05,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820131,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820132,TOP_K,NULL,0.0,10000,96,24,6,1,0.45,0.0,0.03,3,0.08,12,0.01,POLICY_DEVELOPMENT,820132,gaussian_mixture_v1.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-TOP_K-820133,TOP_K,SUPPORTED,0.025,1000000,96,24,6,1,0.45,0.0,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820133,gaussian_mixture_v1.2,0.85,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-TOP_K-820134,TOP_K,SUPPORTED,0.06,500,96,60,6,1,0.85,0.0,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820134,gaussian_mixture_v1.3,0.9,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820135,TOP_K,NULL,0.0,10000,12,60,10,1,0.85,0.0,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820135,gaussian_mixture_v1.1,0.95,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820136,TOP_K,SUPPORTED,0.025,1000000,12,60,10,1,0.05,0.0,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820136,gaussian_mixture_v1.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-TOP_K-820137,TOP_K,SUPPORTED,0.06,500,12,60,10,3,0.05,0.0,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820137,gaussian_mixture_v1.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-TOP_K-820138,TOP_K,NULL,0.0,10000,36,60,10,3,0.45,0.0,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820138,gaussian_mixture_v1.1,0.7,True,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-TOP_K-820139,TOP_K,SUPPORTED,0.025,1000000,36,60,10,3,0.45,0.5,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820139,gaussian_mixture_v1.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-TOP_K-820140,TOP_K,SUPPORTED,0.06,500,36,60,2,3,0.85,0.5,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820140,gaussian_mixture_v1.3,0.8,False,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820141,TOP_K,NULL,0.0,10000,96,2,2,3,0.85,0.5,0.03,3,0.08,40,0.01,POLICY_DEVELOPMENT,820141,gaussian_mixture_v1.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-TOP_K-820142,TOP_K,SUPPORTED,0.025,1000000,96,2,2,3,0.05,0.5,0.03,5,0.08,40,0.01,POLICY_DEVELOPMENT,820142,gaussian_mixture_v1.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-TOP_K-820143,TOP_K,SUPPORTED,0.06,500,96,2,2,3,0.05,0.5,0.1,5,0.08,40,0.01,POLICY_DEVELOPMENT,820143,gaussian_mixture_v1.3,0.95,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820144,TOP_K,NULL,0.0,10000,12,2,2,3,0.45,0.5,0.1,5,0.08,40,0.01,POLICY_DEVELOPMENT,820144,gaussian_mixture_v1.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820145,TOP_K,SUPPORTED,0.025,1000000,12,2,4,3,0.45,0.5,0.1,5,0.08,40,0.01,POLICY_DEVELOPMENT,820145,gaussian_mixture_v1.2,0.65,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-TOP_K-820146,TOP_K,SUPPORTED,0.06,500,12,2,4,3,0.85,0.5,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820146,gaussian_mixture_v1.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-TOP_K-820147,TOP_K,NULL,0.0,10000,36,2,4,3,0.85,0.5,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820147,gaussian_mixture_v1.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-TOP_K-820148,TOP_K,SUPPORTED,0.025,1000000,36,8,4,3,0.05,0.5,0.1,5,0.08,1,0.01,POLICY_DEVELOPMENT,820148,gaussian_mixture_v1.2,0.8,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-TOP_K-820149,TOP_K,SUPPORTED,0.06,500,36,8,4,3,0.05,0.5,0.1,5,0.12,1,0.01,POLICY_DEVELOPMENT,820149,gaussian_mixture_v1.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820150,TOP_K,NULL,0.0,10000,96,8,6,3,0.45,0.5,0.1,5,0.12,1,0.01,POLICY_DEVELOPMENT,820150,gaussian_mixture_v1.1,0.9,True,False,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-TOP_K-820151,TOP_K,SUPPORTED,0.025,1000000,96,8,6,3,0.45,0.5,0.1,5,0.12,1,0.01,POLICY_DEVELOPMENT,820151,gaussian_mixture_v1.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-TOP_K-820152,TOP_K,SUPPORTED,0.06,500,96,8,6,3,0.85,0.5,0.1,5,0.12,1,0.01,POLICY_DEVELOPMENT,820152,gaussian_mixture_v1.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820153,TOP_K,NULL,0.0,10000,12,8,6,3,0.85,0.5,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820153,gaussian_mixture_v1.1,0.65,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820154,TOP_K,SUPPORTED,0.025,1000000,12,8,6,8,0.05,0.5,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820154,gaussian_mixture_v1.2,0.7,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-TOP_K-820155,TOP_K,SUPPORTED,0.06,500,12,24,10,8,0.05,0.5,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820155,gaussian_mixture_v1.3,0.75,True,False,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-TOP_K-820156,TOP_K,NULL,0.0,10000,36,24,10,8,0.45,0.5,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820156,gaussian_mixture_v1.1,0.8,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-TOP_K-820157,TOP_K,SUPPORTED,0.025,1000000,36,24,10,8,0.45,0.5,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820157,gaussian_mixture_v1.2,0.85,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-TOP_K-820158,TOP_K,SUPPORTED,0.06,500,36,24,10,8,0.85,0.9,0.1,1,0.12,1,0.01,POLICY_DEVELOPMENT,820158,gaussian_mixture_v1.3,0.9,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820159,TOP_K,NULL,0.0,10000,96,24,10,8,0.85,0.9,0.1,1,0.12,12,0.01,POLICY_DEVELOPMENT,820159,gaussian_mixture_v1.1,0.95,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-TOP_K-820160,TOP_K,SUPPORTED,0.025,1000000,96,24,2,8,0.05,0.9,0.1,1,0.12,12,0.01,POLICY_DEVELOPMENT,820160,gaussian_mixture_v1.2,0.6,False,False,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-TOP_K-820161,TOP_K,SUPPORTED,0.06,500,96,24,2,8,0.05,0.9,0.1,1,0.12,12,0.01,POLICY_DEVELOPMENT,820161,gaussian_mixture_v1.3,0.65,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820162,TOP_K,NULL,0.0,10000,12,60,2,8,0.45,0.9,0.1,1,0.12,12,0.01,POLICY_DEVELOPMENT,820162,gaussian_mixture_v1.1,0.7,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820163,TOP_K,SUPPORTED,0.025,1000000,12,60,2,8,0.45,0.9,0.1,1,0.12,12,0.01,POLICY_DEVELOPMENT,820163,gaussian_mixture_v1.2,0.75,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-TOP_K-820164,TOP_K,SUPPORTED,0.06,500,12,60,2,8,0.85,0.9,0.1,3,0.12,12,0.01,POLICY_DEVELOPMENT,820164,gaussian_mixture_v1.3,0.8,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-TOP_K-820165,TOP_K,NULL,0.0,10000,36,60,4,8,0.85,0.9,0.1,3,0.12,12,0.01,POLICY_DEVELOPMENT,820165,gaussian_mixture_v1.1,0.85,True,False,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-TOP_K-820166,TOP_K,SUPPORTED,0.025,1000000,36,60,4,8,0.05,0.9,0.25,3,0.12,12,0.01,POLICY_DEVELOPMENT,820166,gaussian_mixture_v1.2,0.9,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-TOP_K-820167,TOP_K,SUPPORTED,0.06,500,36,60,4,8,0.05,0.9,0.25,3,0.12,12,0.01,POLICY_DEVELOPMENT,820167,gaussian_mixture_v1.3,0.95,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820168,TOP_K,NULL,0.0,10000,96,60,4,8,0.45,0.9,0.25,3,0.12,12,0.01,POLICY_DEVELOPMENT,820168,gaussian_mixture_v1.1,0.6,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-TOP_K-820169,TOP_K,SUPPORTED,0.025,1000000,96,2,4,8,0.45,0.9,0.25,3,0.12,12,0.01,POLICY_DEVELOPMENT,820169,gaussian_mixture_v1.2,0.65,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-TOP_K-820170,TOP_K,SUPPORTED,0.06,500,96,2,6,8,0.85,0.9,0.25,3,0.12,12,0.01,POLICY_DEVELOPMENT,820170,gaussian_mixture_v1.3,0.7,True,False,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820171,TOP_K,NULL,0.0,10000,12,2,6,1,0.85,0.9,0.25,3,0.12,12,0.01,POLICY_DEVELOPMENT,820171,gaussian_mixture_v1.1,0.75,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820172,TOP_K,SUPPORTED,0.025,1000000,12,2,6,1,0.05,0.9,0.25,3,0.12,40,0.01,POLICY_DEVELOPMENT,820172,gaussian_mixture_v1.2,0.8,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_DEVELOPMENT-TOP_K-820173,TOP_K,SUPPORTED,0.06,500,12,2,6,1,0.05,0.9,0.25,3,0.12,40,0.01,POLICY_DEVELOPMENT,820173,gaussian_mixture_v1.3,0.85,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_DEVELOPMENT-TOP_K-820174,TOP_K,NULL,0.0,10000,36,2,6,1,0.45,0.9,0.25,3,0.12,40,0.01,POLICY_DEVELOPMENT,820174,gaussian_mixture_v1.1,0.9,True,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_DEVELOPMENT-TOP_K-820175,TOP_K,SUPPORTED,0.025,1000000,36,2,10,1,0.45,0.9,0.25,5,0.12,40,0.01,POLICY_DEVELOPMENT,820175,gaussian_mixture_v1.2,0.95,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_DEVELOPMENT-TOP_K-820176,TOP_K,SUPPORTED,0.06,500,36,8,10,1,0.85,0.9,0.25,5,0.12,40,0.01,POLICY_DEVELOPMENT,820176,gaussian_mixture_v1.3,0.6,False,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_DEVELOPMENT-TOP_K-820177,TOP_K,NULL,0.0,10000,96,8,10,1,0.85,0.0,0.25,5,0.12,40,0.01,POLICY_DEVELOPMENT,820177,gaussian_mixture_v1.1,0.65,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_DEVELOPMENT-TOP_K-820178,TOP_K,SUPPORTED,0.025,1000000,96,8,10,1,0.05,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820178,gaussian_mixture_v1.2,0.7,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_DEVELOPMENT-TOP_K-820179,TOP_K,SUPPORTED,0.06,500,96,8,10,1,0.05,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820179,gaussian_mixture_v1.3,0.75,True,True,True,False,TRANSPORT_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820180,TOP_K,NULL,0.0,10000,12,8,2,1,0.45,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820180,gaussian_mixture_v1.1,0.8,False,False,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_DEVELOPMENT-TOP_K-820181,TOP_K,SUPPORTED,0.025,1000000,12,8,2,1,0.45,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820181,gaussian_mixture_v1.2,0.85,True,True,True,False,VERY_HIGH_MULTIPLICITY
