replicate,model_id,model_family,family_balanced_rank,aggregate_subject_accuracy
40,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
40,01-ai/yi-34b,yi,3.0,0.7623282062667585
41,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
41,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
41,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
41,google/gemma-2-9b,gemma,7.0,0.7213434388300994
41,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
41,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
41,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
41,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
41,qwen/qwen1.5-72b,qwen,4.0,0.7739168514623904
41,01-ai/yi-34b,yi,5.0,0.7623282062667585
42,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
42,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
42,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
42,google/gemma-2-9b,gemma,4.0,0.7213434388300994
42,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
42,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
42,allenai/olmo-7b,olmo,10.0,0.2946516964096742
42,microsoft/phi-2,phi,8.0,0.5842493973299887
42,qwen/qwen1.5-7b,qwen,7.0,0.6257777441280399
42,01-ai/yi-6b,yi,6.0,0.6400594608704304
43,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
43,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
43,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
43,google/gemma-7b,gemma,9.0,0.6611956672419421
43,meta/llama-3.1-70b-instruct-turbo,llama,1.0,0.8010355128348475
43,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
43,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
43,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
43,qwen/qwen1.5-72b,qwen,3.0,0.7739168514623904
43,01-ai/yi-34b,yi,4.0,0.7623282062667585
44,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
44,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
44,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
44,google/gemma-2-9b,gemma,6.0,0.7213434388300994
44,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
44,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
44,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
44,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
44,qwen/qwen2-72b-instruct,qwen,3.0,0.8235031827495974
44,01-ai/yi-6b,yi,8.0,0.6400594608704304
45,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
45,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
45,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
45,google/gemma-2-27b,gemma,4.0,0.7570433943977638
45,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
45,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
45,allenai/olmo-7b,olmo,10.0,0.2946516964096742
45,microsoft/phi-2,phi,8.0,0.5842493973299887
45,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
45,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
46,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
46,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
46,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
46,google/gemma-2-9b,gemma,6.0,0.7213434388300994
46,meta/llama-3.2-90b-vision-instruct-turbo,llama,3.0,0.8026595003973722
46,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
46,allenai/olmo-7b,olmo,10.0,0.2946516964096742
46,microsoft/phi-2,phi,8.0,0.5842493973299887
46,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
46,01-ai/yi-large-preview,yi,4.0,0.7932309410233613
47,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
47,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
47,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
47,google/gemma-2-9b,gemma,4.0,0.7213434388300994
47,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
47,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
47,allenai/olmo-7b,olmo,10.0,0.2946516964096742
47,microsoft/phi-2,phi,9.0,0.5842493973299887
47,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
47,01-ai/yi-6b,yi,8.0,0.6400594608704304
48,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
48,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
48,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
48,google/gemma-7b,gemma,8.0,0.6611956672419421
48,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
48,mistralai/mixtral-8x22b,mistral,4.0,0.7781994679340385
48,allenai/olmo-7b,olmo,10.0,0.2946516964096742
48,microsoft/phi-2,phi,9.0,0.5842493973299887
48,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
48,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
49,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
49,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
49,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
49,google/gemma-2-27b,gemma,3.0,0.7570433943977638
49,meta/llama-3-70b,llama,1.0,0.7933654187607483
49,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
49,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
49,microsoft/phi-2,phi,9.0,0.5842493973299887
49,qwen/qwen1.5-110b-chat,qwen,2.0,0.767842526875325
49,01-ai/yi-6b,yi,8.0,0.6400594608704304
50,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
50,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
50,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
50,google/gemma-2-9b,gemma,6.0,0.7213434388300994
50,meta/llama-2-7b,llama,10.0,0.4581089294358622
50,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
50,allenai/olmo-1.7-7b,olmo,9.0,0.5376719988127453
50,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
50,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
50,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
51,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
51,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
51,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
51,google/gemma-2-27b,gemma,4.0,0.7570433943977638
51,meta/llama-3-70b,llama,1.0,0.7933654187607483
51,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
51,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
51,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
51,qwen/qwen2.5-7b-instruct-turbo,qwen,6.0,0.7287077954964658
51,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
52,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
52,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
52,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
52,google/gemma-7b,gemma,8.0,0.6611956672419421
52,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
52,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
52,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
52,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
52,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
52,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
53,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
53,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
53,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
53,google/gemma-2-9b,gemma,6.0,0.7213434388300994
53,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
53,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
53,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
53,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
53,qwen/qwen1.5-72b,qwen,2.0,0.7739168514623904
53,01-ai/yi-34b,yi,3.0,0.7623282062667585
54,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
54,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
54,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
54,google/gemma-2-9b,gemma,6.0,0.7213434388300994
54,meta/llama-2-13b,llama,9.0,0.5541548609350062
54,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
54,allenai/olmo-7b,olmo,10.0,0.2946516964096742
54,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
54,qwen/qwen2.5-7b-instruct-turbo,qwen,4.0,0.7287077954964658
54,01-ai/yi-34b,yi,2.0,0.7623282062667585
55,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
55,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
55,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
55,google/gemma-2-27b,gemma,5.0,0.7570433943977638
55,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
55,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
55,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
55,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
55,qwen/qwen1.5-14b,qwen,7.0,0.6864380513233806
55,01-ai/yi-34b,yi,4.0,0.7623282062667585
56,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
56,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
56,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
56,google/gemma-2-27b,gemma,4.0,0.7570433943977638
56,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
56,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
56,allenai/olmo-7b,olmo,10.0,0.2946516964096742
56,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
56,qwen/qwen2.5-7b-instruct-turbo,qwen,7.0,0.7287077954964658
56,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
57,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
57,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
57,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
57,google/gemma-2-9b,gemma,6.0,0.7213434388300994
57,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
57,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
57,allenai/olmo-7b,olmo,10.0,0.2946516964096742
57,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
57,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
57,01-ai/yi-6b,yi,9.0,0.6400594608704304
58,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
58,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
58,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
58,google/gemma-7b,gemma,7.0,0.6611956672419421
58,meta/llama-3.3-70b-instruct-turbo,llama,1.0,0.790602761302675
58,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
58,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
58,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
58,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
58,01-ai/yi-34b,yi,2.0,0.7623282062667585
59,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
59,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
59,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
59,google/gemma-2-9b,gemma,5.0,0.7213434388300994
59,meta/llama-3-8b,llama,7.0,0.6676368046780581
59,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
59,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
59,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
59,qwen/qwen1.5-110b-chat,qwen,2.0,0.767842526875325
59,01-ai/yi-6b,yi,9.0,0.6400594608704304
60,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
60,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
60,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
60,google/gemma-2-27b,gemma,2.0,0.7570433943977638
60,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
60,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
60,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
60,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
60,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
60,01-ai/yi-6b,yi,8.0,0.6400594608704304
61,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
61,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
61,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
61,google/gemma-2-9b,gemma,6.0,0.7213434388300994
61,meta/llama-3.1-405b-instruct-turbo,llama,1.0,0.8453174958174847
61,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
61,allenai/olmo-7b,olmo,10.0,0.2946516964096742
61,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
61,qwen/qwen1.5-7b,qwen,9.0,0.6257777441280399
61,01-ai/yi-34b,yi,3.0,0.7623282062667585
62,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
62,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
62,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
62,google/gemma-2-9b,gemma,5.0,0.7213434388300994
62,meta/llama-2-13b,llama,9.0,0.5541548609350062
62,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
62,allenai/olmo-7b,olmo,10.0,0.2946516964096742
62,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
62,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
62,01-ai/yi-6b,yi,8.0,0.6400594608704304
63,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
63,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
63,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
63,google/gemma-2-9b,gemma,6.0,0.7213434388300994
63,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
63,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
63,allenai/olmo-7b,olmo,10.0,0.2946516964096742
63,microsoft/phi-2,phi,9.0,0.5842493973299887
63,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
63,01-ai/yi-6b,yi,8.0,0.6400594608704304
64,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
64,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
64,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
64,google/gemma-2-9b,gemma,7.0,0.7213434388300994
64,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
64,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
64,allenai/olmo-7b,olmo,10.0,0.2946516964096742
64,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
64,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
64,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
65,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
65,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
65,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
65,google/gemma-7b,gemma,7.0,0.6611956672419421
65,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
65,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
65,allenai/olmo-7b,olmo,10.0,0.2946516964096742
65,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
65,qwen/qwen1.5-7b,qwen,9.0,0.6257777441280399
65,01-ai/yi-34b,yi,4.0,0.7623282062667585
66,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
66,databricks/dbrx-instruct,dbrx,7.0,0.7410120567563482
66,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
66,google/gemma-2-27b,gemma,6.0,0.7570433943977638
66,meta/llama-3.3-70b-instruct-turbo,llama,3.0,0.790602761302675
66,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
66,allenai/olmo-7b,olmo,10.0,0.2946516964096742
66,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
66,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
66,01-ai/yi-34b,yi,5.0,0.7623282062667585
67,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
67,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
67,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
67,google/gemma-2-9b,gemma,5.0,0.7213434388300994
67,meta/llama-3-8b,llama,7.0,0.6676368046780581
67,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
67,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
67,microsoft/phi-2,phi,9.0,0.5842493973299887
67,qwen/qwen2-72b-instruct,qwen,2.0,0.8235031827495974
67,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
68,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
68,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
68,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
68,google/gemma-2-9b,gemma,6.0,0.7213434388300994
68,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
68,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
68,allenai/olmo-7b,olmo,10.0,0.2946516964096742
68,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
68,qwen/qwen2.5-7b-instruct-turbo,qwen,4.0,0.7287077954964658
68,01-ai/yi-34b,yi,2.0,0.7623282062667585
69,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
69,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
69,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
69,google/gemma-2-27b,gemma,4.0,0.7570433943977638
69,meta/llama-3.1-70b-instruct-turbo,llama,1.0,0.8010355128348475
69,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
69,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
69,microsoft/phi-2,phi,9.0,0.5842493973299887
69,qwen/qwen1.5-72b,qwen,2.0,0.7739168514623904
69,01-ai/yi-34b,yi,3.0,0.7623282062667585
70,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
70,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
70,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
70,google/gemma-2-27b,gemma,3.0,0.7570433943977638
70,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
70,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
70,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
70,microsoft/phi-2,phi,9.0,0.5842493973299887
70,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
70,01-ai/yi-6b,yi,8.0,0.6400594608704304
71,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
71,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
71,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
71,google/gemma-2-27b,gemma,3.0,0.7570433943977638
71,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
71,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
71,allenai/olmo-7b,olmo,10.0,0.2946516964096742
71,microsoft/phi-2,phi,9.0,0.5842493973299887
71,qwen/qwen1.5-32b,qwen,4.0,0.7443285147738198
71,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
72,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
72,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
72,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
72,google/gemma-2-27b,gemma,3.0,0.7570433943977638
72,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
72,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
72,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
72,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
72,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
72,01-ai/yi-6b,yi,7.0,0.6400594608704304
73,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
73,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
73,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
73,google/gemma-7b,gemma,9.0,0.6611956672419421
73,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
73,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
73,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
73,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
73,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
73,01-ai/yi-34b,yi,3.0,0.7623282062667585
74,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
74,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
74,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
74,google/gemma-2-27b,gemma,3.0,0.7570433943977638
74,meta/llama-3-8b,llama,7.0,0.6676368046780581
74,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
74,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
74,microsoft/phi-2,phi,9.0,0.5842493973299887
74,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
74,01-ai/yi-6b,yi,8.0,0.6400594608704304
75,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
75,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
75,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
75,google/gemma-7b,gemma,7.0,0.6611956672419421
75,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
75,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
75,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
75,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
75,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
75,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
76,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
76,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
76,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
76,google/gemma-2-27b,gemma,2.0,0.7570433943977638
76,meta/llama-2-7b,llama,9.0,0.4581089294358622
76,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
76,allenai/olmo-7b,olmo,10.0,0.2946516964096742
76,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
76,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
76,01-ai/yi-6b,yi,7.0,0.6400594608704304
77,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
77,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
77,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
77,google/gemma-7b,gemma,7.0,0.6611956672419421
77,meta/llama-2-13b,llama,9.0,0.5541548609350062
77,mistralai/mixtral-8x7b-32kseqlen,mistral,4.0,0.7172533474856093
77,allenai/olmo-7b,olmo,10.0,0.2946516964096742
77,microsoft/phi-3-small-8k-instruct,phi,2.0,0.7567775597029733
77,qwen/qwen1.5-14b,qwen,5.0,0.6864380513233806
77,01-ai/yi-6b,yi,8.0,0.6400594608704304
78,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
78,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
78,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
78,google/gemma-7b,gemma,8.0,0.6611956672419421
78,meta/llama-3.1-70b-instruct-turbo,llama,1.0,0.8010355128348475
78,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
78,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
78,microsoft/phi-2,phi,9.0,0.5842493973299887
78,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
78,01-ai/yi-34b,yi,2.0,0.7623282062667585
79,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
